'y-axis saved as y
'x 11bmb_8032SRC001-020.xye SigmaYobs Ycalc Diff
0.692698 679.889722 34.0476421 0 0
0.693697 695.258403 34.4145565 0 0
0.694695 666.089158 33.7778035 0 0
0.695694 716.164206 35.1743959 0 0
0.696692 716.413964 35.0042541 0 0
0.697691 739.051113 35.64223 0 0
0.698689 712.365577 35.0889518 0 0
0.699688 715.115463 35.2980795 0 0
0.700686 688.254525 34.82252 0 0
0.701684 718.41287 35.5624307 0 0
0.702683 643.528999 33.6419838 0 0
0.703681 659.217764 34.0687036 0 0
0.70468 636.982114 33.5499518 0 0
0.705678 679.916647 34.8990433 0 0
0.706677 618.531651 33.1686927 0 0
0.707675 638.188374 33.6030918 0 0
0.708673 690.316197 34.9794187 0 0
0.709672 694.567129 35.0419709 0 0
0.71067 684.97654 34.8767597 0 0
0.711669 686.061414 34.949038 0 0
0.712667 714.121285 35.6158008 0 0
0.713666 709.674482 35.3582106 0 0
0.714664 649.87316 33.7715763 0 0
0.715662 638.112921 33.5203928 0 0
0.716661 636.704842 33.5006197 0 0
0.717659 628.62285 33.308244 0 0
0.718658 671.642778 34.3226975 0 0
0.719656 641.594124 33.5372497 0 0
0.720655 646.750129 33.6633784 0 0
0.721653 645.712815 33.6335369 0 0
0.722652 711.010531 35.3147625 0 0
0.72365 710.457656 35.2672782 0 0
0.724648 611.212196 32.6791013 0 0
0.725647 661.147809 33.9822896 0 0
0.726645 667.848319 34.1612997 0 0
0.727644 664.297778 33.9872782 0 0
0.728642 626.360887 32.9987708 0 0
0.729641 631.106417 33.1129327 0 0
0.730639 658.922755 33.8369067 0 0
0.731637 674.949282 34.1991942 0 0
0.732636 659.35876 33.7505185 0 0
0.733634 654.394598 33.6778952 0 0
0.734633 639.977645 33.3444673 0 0
0.735631 666.917952 34.0619776 0 0
0.73663 618.155904 32.6249693 0 0
0.737628 642.552207 33.2810472 0 0
0.738627 607.239571 32.3261865 0 0
0.739625 658.236398 33.5736902 0 0
0.740623 613.470765 32.5712642 0 0
0.741622 626.524365 32.7748355 0 0
0.74262 639.966097 33.0005063 0 0
0.743619 637.245722 33.0301647 0 0
0.744617 628.561057 32.8008055 0 0
0.745616 643.986666 33.2876996 0 0
0.746614 611.269116 32.4029831 0 0
0.747613 636.362271 33.0558807 0 0
0.748611 661.615653 33.8064533 0 0
0.749609 669.001516 34.0663772 0 0
0.750608 660.126947 33.9745476 0 0
0.751606 619.909483 33.0488851 0 0
0.752605 627.491729 33.2624382 0 0
0.753603 564.523503 31.6301776 0 0
0.754602 623.753282 33.1917235 0 0
0.7556 625.281056 33.2846205 0 0
0.756598 618.524219 33.1138474 0 0
0.757597 630.541907 33.4054312 0 0
0.758595 565.564216 31.5874362 0 0
0.759594 584.975068 32.0828766 0 0
0.760592 615.160262 32.9551331 0 0
0.761591 505.702051 29.9651068 0 0
0.762589 596.140684 32.4743889 0 0
0.763587 567.102388 31.5452967 0 0
0.764586 631.562896 33.1918679 0 0
0.765584 615.06271 32.8251219 0 0
0.766583 598.354431 32.3933887 0 0
0.767581 612.331323 32.6981696 0 0
0.76858 637.666784 33.4386637 0 0
0.769578 617.797717 32.883223 0 0
0.770577 586.295368 31.922884 0 0
0.771575 582.324489 31.8831482 0 0
0.772573 597.517 32.3035523 0 0
0.773572 620.392396 32.8877358 0 0
0.77457 670.698393 34.2069969 0 0
0.775569 556.900935 31.0486453 0 0
0.776567 617.290494 32.6505786 0 0
0.777566 616.015909 32.6408167 0 0
0.778564 635.348282 33.1441002 0 0
0.779562 569.755664 31.4097696 0 0
0.780561 613.249507 32.5514874 0 0
0.781559 568.404058 31.2608273 0 0
0.782558 539.712055 30.5112035 0 0
0.783556 590.194484 31.8279367 0 0
0.784555 639.571298 33.2907447 0 0
0.785553 637.118377 33.2005182 0 0
0.786552 597.177457 32.0910658 0 0
0.78755 611.144715 32.3497133 0 0
0.788548 593.20479 31.8755056 0 0
0.789547 612.754232 32.3566418 0 0
0.790545 570.393485 31.2311717 0 0
0.791544 618.542969 32.4988939 0 0
0.792542 622.658805 32.5153515 0 0
0.793541 623.488863 32.5902174 0 0
0.794539 655.714738 33.3656778 0 0
0.795537 584.336019 31.6245779 0 0
0.796536 616.294065 32.4843892 0 0
0.797534 615.252022 32.502955 0 0
0.798533 565.157773 31.134451 0 0
0.799531 539.392512 30.5457345 0 0
0.80053 558.268171 31.145262 0 0
0.801528 629.495449 33.155398 0 0
0.802527 585.370115 32.1348415 0 0
0.803525 613.086278 32.8023663 0 0
0.804523 579.712153 31.8315237 0 0
0.805522 532.305835 30.5717477 0 0
0.80652 561.332549 31.5008685 0 0
0.807519 634.00267 33.5150352 0 0
0.808517 625.148146 33.2643182 0 0
0.809516 571.921842 31.7681681 0 0
0.810514 573.478673 31.7844573 0 0
0.811513 593.191816 32.280043 0 0
0.812511 585.441798 32.1547803 0 0
0.813509 565.508856 31.6542786 0 0
0.814508 555.296395 31.2294877 0 0
0.815506 581.324631 31.9198408 0 0
0.816505 612.748524 32.7329822 0 0
0.817503 564.57272 31.4553747 0 0
0.818502 565.400016 31.5365728 0 0
0.8195 571.633409 31.6604764 0 0
0.820498 548.429226 30.9063517 0 0
0.821497 537.909464 30.6867029 0 0
0.822495 508.493613 29.8350671 0 0
0.823494 549.066654 30.9329687 0 0
0.824492 568.876252 31.5633149 0 0
0.825491 627.183734 33.1019708 0 0
0.826489 586.254727 31.9047728 0 0
0.827488 553.450755 30.9972951 0 0
0.828486 519.49844 30.0105757 0 0
0.829484 554.760632 31.0917262 0 0
0.830483 575.9149 31.7186833 0 0
0.831481 591.389737 32.0368122 0 0
0.83248 570.08989 31.3761303 0 0
0.833478 598.260385 32.1667157 0 0
0.834477 541.826982 30.6103996 0 0
0.835475 575.404852 31.5476148 0 0
0.836473 596.441299 32.1932766 0 0
0.837472 603.054043 32.2039973 0 0
0.83847 623.007479 32.65347 0 0
0.839469 582.075989 31.5283146 0 0
0.840467 569.619302 31.2807872 0 0
0.841466 571.767501 31.3025582 0 0
0.842464 513.185106 29.6489913 0 0
0.843463 549.819689 30.588589 0 0
0.844461 554.787007 30.8451301 0 0
0.845459 546.343321 30.5456553 0 0
0.846458 597.072769 32.0341334 0 0
0.847456 584.523128 31.7720534 0 0
0.848455 560.723214 31.1136794 0 0
0.849453 526.513815 30.243187 0 0
0.850452 606.939798 32.5857911 0 0
0.85145 560.477904 31.3587148 0 0
0.852448 557.025956 31.4081877 0 0
0.853447 547.042286 31.1022179 0 0
0.854445 521.734869 30.3718279 0 0
0.855444 575.250915 31.9180997 0 0
0.856442 547.649362 31.1367286 0 0
0.857441 544.632519 31.0594682 0 0
0.858439 580.370545 32.1342764 0 0
0.859437 544.085131 31.1084994 0 0
0.860436 522.233646 30.4575968 0 0
0.861434 561.777027 31.5546104 0 0
0.862433 569.776507 31.6203375 0 0
0.863431 574.306803 31.8370415 0 0
0.86443 541.705018 30.9223482 0 0
0.865428 585.013357 31.9908399 0 0
0.866427 540.33643 30.7980609 0 0
0.867425 567.562081 31.4519312 0 0
0.868423 581.014333 31.885284 0 0
0.869422 563.861312 31.4964394 0 0
0.87042 561.557779 31.3447603 0 0
0.871419 521.330675 30.1635257 0 0
0.872417 520.593921 30.1405133 0 0
0.873416 531.920478 30.4008762 0 0
0.874414 555.006251 31.1296952 0 0
0.875413 558.237949 31.2693119 0 0
0.876411 551.94857 30.9557721 0 0
0.877409 553.24956 30.9191044 0 0
0.878408 553.767509 31.0694233 0 0
0.879406 536.71838 30.4751881 0 0
0.880405 509.783169 29.7026237 0 0
0.881403 509.129199 29.7395814 0 0
0.882402 543.118841 30.5619187 0 0
0.8834 481.378466 28.7885322 0 0
0.884398 503.981525 29.4440433 0 0
0.885397 488.547678 29.0505478 0 0
0.886395 540.23608 30.5836022 0 0
0.887394 590.477253 31.8433111 0 0
0.888392 566.913657 31.159764 0 0
0.889391 553.459845 30.7136374 0 0
0.890389 550.487158 30.7221339 0 0
0.891387 520.554424 29.8412593 0 0
0.892386 505.081821 29.3712396 0 0
0.893384 547.907595 30.5343253 0 0
0.894383 530.785375 30.0969364 0 0
0.895381 518.65885 29.7516383 0 0
0.89638 564.79733 31.1034786 0 0
0.897378 542.650622 30.6403524 0 0
0.898377 542.096716 30.640461 0 0
0.899375 529.531696 30.2728462 0 0
0.900373 510.57828 29.8884243 0 0
0.901372 555.670841 31.2052624 0 0
0.90237 550.059269 31.1386455 0 0
0.903369 522.325266 30.4307047 0 0
0.904367 580.435799 32.0216421 0 0
0.905366 578.698681 31.9710934 0 0
0.906364 524.789409 30.4931539 0 0
0.907362 524.899353 30.5074424 0 0
0.908361 513.669546 30.1323425 0 0
0.909359 559.228574 31.4576118 0 0
0.910358 541.395658 30.9349812 0 0
0.911356 531.298379 30.5864899 0 0
0.912355 540.596632 30.8530285 0 0
0.913353 508.290387 29.8363563 0 0
0.914352 528.491784 30.51174 0 0
0.91535 440.415907 27.8602047 0 0
0.916348 483.548681 29.0048985 0 0
0.917347 488.673998 29.2440536 0 0
0.918345 539.596821 30.6632976 0 0
0.919344 575.172883 31.7669451 0 0
0.920342 522.353906 30.2887185 0 0
0.921341 540.576132 30.7169106 0 0
0.922339 525.224937 30.2038919 0 0
0.923337 488.444756 29.2079775 0 0
0.924336 524.729894 30.1784832 0 0
0.925334 471.660254 28.6358344 0 0
0.926333 526.636492 30.2811091 0 0
0.927331 512.185335 29.7773645 0 0
0.92833 481.363211 28.7544623 0 0
0.929328 528.701969 30.206267 0 0
0.930327 526.702825 30.1515276 0 0
0.931325 568.35676 31.3522676 0 0
0.932323 546.285003 30.7181005 0 0
0.933322 511.755884 29.6584514 0 0
0.93432 511.822724 29.7116006 0 0
0.935319 552.298989 30.8545708 0 0
0.936317 501.440155 29.4876635 0 0
0.937316 496.707567 29.3245698 0 0
0.938314 511.05627 29.6111401 0 0
0.939313 512.20048 29.5128127 0 0
0.940311 513.19841 29.6256992 0 0
0.941309 501.022866 29.278245 0 0
0.942308 559.0551 30.9787597 0 0
0.943306 514.636865 29.7593803 0 0
0.944305 511.976374 29.4375271 0 0
0.945303 477.252017 28.5549602 0 0
0.946302 506.328817 29.4144945 0 0
0.9473 567.104597 31.2198528 0 0
0.948298 486.303358 29.0619349 0 0
0.949297 482.414527 29.0064565 0 0
0.950295 533.761403 30.5745765 0 0
0.951294 536.384267 30.7176726 0 0
0.952292 499.162958 29.6608375 0 0
0.953291 509.584483 29.9639721 0 0
0.954289 444.417818 28.0742962 0 0
0.955288 456.946677 28.4453139 0 0
0.956286 522.825945 30.3441932 0 0
0.957284 512.980186 30.118665 0 0
0.958283 501.246513 29.7813583 0 0
0.959281 480.090293 29.1882771 0 0
0.96028 515.311478 30.1300327 0 0
0.961278 466.782846 28.6651431 0 0
0.962277 441.09191 27.9338476 0 0
0.963275 505.387703 29.8789873 0 0
0.964273 486.544056 29.3452429 0 0
0.965272 503.012314 29.802244 0 0
0.96627 510.188762 29.9895115 0 0
0.967269 510.783831 29.9162155 0 0
0.968267 492.196301 29.3486717 0 0
0.969266 496.051491 29.4757538 0 0
0.970264 482.106374 29.1163908 0 0
0.971263 431.269147 27.600578 0 0
0.972261 457.83811 28.2653375 0 0
0.973259 525.841908 30.2142841 0 0
0.974258 507.979868 29.7764369 0 0
0.975256 495.550397 29.4215316 0 0
0.976255 481.947919 28.9644679 0 0
0.977253 552.515563 31.0051843 0 0
0.978252 548.661775 30.9040281 0 0
0.97925 494.403795 29.2355331 0 0
0.980248 493.497735 29.2669914 0 0
0.981247 462.180031 28.3671867 0 0
0.982245 507.45 29.6655335 0 0
0.983244 489.692575 29.1155847 0 0
0.984242 435.953849 27.3957248 0 0
0.985241 479.901992 28.7791127 0 0
0.986239 508.579836 29.7410142 0 0
0.987237 521.822371 29.9753564 0 0
0.988236 448.146346 27.7954577 0 0
0.989234 428.244175 27.0311745 0 0
0.990233 425.415513 26.9721283 0 0
0.991231 479.711454 28.5907851 0 0
0.99223 517.964945 29.8203497 0 0
0.993228 490.455769 29.0188162 0 0
0.994227 479.769022 28.6255158 0 0
0.995225 454.201111 27.8276531 0 0
0.996223 417.813461 26.7069232 0 0
0.997222 478.064836 28.6905564 0 0
0.99822 456.901972 28.1991779 0 0
0.999219 441.696322 27.7405195 0 0
1.000217 461.754417 28.4640592 0 0
1.001216 526.141083 30.3384123 0 0
1.002214 492.796944 29.5018821 0 0
1.003213 463.067849 28.6711467 0 0
1.004211 486.568417 29.3496472 0 0
1.005209 446.339727 28.1886881 0 0
1.006208 453.613693 28.3830543 0 0
1.007206 478.246045 29.0565367 0 0
1.008205 451.703393 28.3494205 0 0
1.009203 464.904906 28.8065901 0 0
1.010202 443.445376 28.0565438 0 0
1.0112 465.346981 28.7460458 0 0
1.012198 449.456673 28.0592484 0 0
1.013197 396.614532 26.3789275 0 0
1.014195 455.290393 28.3563361 0 0
1.015194 452.832149 28.272692 0 0
1.016192 448.164922 28.0791118 0 0
1.017191 449.081011 28.1068514 0 0
1.018189 451.115291 27.9991118 0 0
1.019188 427.940215 27.4122192 0 0
1.020186 463.314897 28.4460464 0 0
1.021184 452.538373 28.1087784 0 0
1.022183 491.129189 29.4508393 0 0
1.023181 466.935013 28.4770713 0 0
1.02418 466.33769 28.4793958 0 0
1.025178 375.220772 25.5917506 0 0
1.026177 410.91852 26.7650022 0 0
1.027175 455.667264 28.1370573 0 0
1.028173 506.230864 29.6073009 0 0
1.029172 481.671569 28.8280914 0 0
1.03017 455.607281 28.0799952 0 0
1.031169 482.342219 28.935047 0 0
1.032167 505.565764 29.5779922 0 0
1.033166 464.118626 28.3291431 0 0
1.034164 405.212797 26.3889498 0 0
1.035162 403.196258 26.4114468 0 0
1.036161 381.978496 25.5812866 0 0
1.037159 474.443349 28.5770395 0 0
1.038158 477.003245 28.5970528 0 0
1.039156 474.218624 28.5118812 0 0
1.040155 480.59858 28.5784696 0 0
1.041153 371.541386 25.218319 0 0
1.042152 419.778665 26.8414389 0 0
1.04315 432.26751 27.2847975 0 0
1.044148 443.063689 27.5480536 0 0
1.045147 443.657674 27.6176908 0 0
1.046145 444.312416 27.6074899 0 0
1.047144 410.527691 26.6068694 0 0
1.048142 421.132447 27.0073219 0 0
1.049141 402.326729 26.4857431 0 0
1.050139 415.071974 27.0042345 0 0
1.051138 468.579871 28.6722648 0 0
1.052136 415.646724 27.0485541 0 0
1.053134 432.704252 27.7203092 0 0
1.054133 473.640259 29.0604744 0 0
1.055131 461.377999 28.6818196 0 0
1.05613 466.815774 28.759922 0 0
1.057128 496.713808 29.6785493 0 0
1.058127 432.046641 27.7072575 0 0
1.059125 478.567275 29.1802167 0 0
1.060123 450.25516 28.3133334 0 0
1.061122 399.745336 26.6511862 0 0
1.06212 375.029429 25.7676623 0 0
1.063119 421.623689 27.255084 0 0
1.064117 403.382277 26.6983006 0 0
1.065116 395.488516 26.4145379 0 0
1.066114 374.330083 25.7187112 0 0
1.067113 479.14275 29.027195 0 0
1.068111 428.282481 27.4404962 0 0
1.069109 420.017824 27.0708597 0 0
1.070108 418.19033 27.0329883 0 0
1.071106 356.044396 25.0414733 0 0
1.072105 401.578307 26.5072859 0 0
1.073103 408.281955 26.6522197 0 0
1.074102 419.434209 27.0110958 0 0
1.0751 407.898589 26.7180111 0 0
1.076098 439.951386 27.6640266 0 0
1.077097 418.2551 27.0268751 0 0
1.078095 421.226232 27.0558083 0 0
1.079094 396.366605 26.2525153 0 0
1.080092 436.770449 27.5188471 0 0
1.081091 422.488103 27.1197455 0 0
1.082089 444.459494 27.8706586 0 0
1.083087 415.476054 26.7938875 0 0
1.084086 362.654704 25.1010688 0 0
1.085084 369.58177 25.245766 0 0
1.086083 412.775933 26.6920227 0 0
1.087081 408.896402 26.4860965 0 0
1.08808 409.920295 26.6470341 0 0
1.089078 457.111706 27.9979045 0 0
1.090077 429.584057 27.1177293 0 0
1.091075 401.860631 26.1569542 0 0
1.092073 395.872894 26.0358674 0 0
1.093072 406.281338 26.3841682 0 0
1.09407 448.794844 27.7699257 0 0
1.095069 407.118438 26.4556744 0 0
1.096067 424.721575 26.9799504 0 0
1.097066 443.181958 27.6304149 0 0
1.098064 404.604943 26.5054914 0 0
1.099063 385.146589 25.8775718 0 0
1.100061 412.937943 26.8996256 0 0
1.101059 433.687624 27.6468798 0 0
1.102058 427.801884 27.3922574 0 0
1.103056 430.933801 27.6387145 0 0
1.104055 417.956391 27.150302 0 0
1.105053 383.441584 26.136858 0 0
1.106052 410.661695 26.9934595 0 0
1.10705 385.579062 26.1070248 0 0
1.108048 456.155951 28.4449191 0 0
1.109047 477.670637 29.0669327 0 0
1.110045 461.325154 28.6196842 0 0
1.111044 437.487349 27.8219798 0 0
1.112042 399.500668 26.5496509 0 0
1.113041 402.25167 26.6208285 0 0
1.114039 417.414123 27.1301304 0 0
1.115037 464.551408 28.5719027 0 0
1.116036 432.405293 27.6847144 0 0
1.117034 376.678552 25.7529606 0 0
1.118033 404.47644 26.5870107 0 0
1.119031 409.479973 26.7254448 0 0
1.12003 384.30391 25.9732922 0 0
1.121028 403.723317 26.596399 0 0
1.122027 407.836217 26.7955724 0 0
1.123025 373.982434 25.5433783 0 0
1.124023 336.986352 24.2446569 0 0
1.125022 408.528845 26.6684858 0 0
1.12602 364.173157 25.2080225 0 0
1.127019 400.93005 26.4100066 0 0
1.128017 397.015744 26.3412354 0 0
1.129016 433.234123 27.4143118 0 0
1.130014 457.765525 28.1057922 0 0
1.131012 383.328772 25.7631117 0 0
1.132011 429.471478 27.2182027 0 0
1.133009 402.485605 26.4338472 0 0
1.134008 407.384099 26.5470061 0 0
1.135006 372.983194 25.3824287 0 0
1.136005 369.656598 25.2620865 0 0
1.137003 374.102379 25.3878379 0 0
1.138002 375.462736 25.3746748 0 0
1.139 384.462152 25.7018708 0 0
1.139998 377.623302 25.4681028 0 0
1.140997 400.852257 26.209151 0 0
1.141995 418.048358 26.7240856 0 0
1.142994 431.929814 27.1925106 0 0
1.143992 373.742984 25.229545 0 0
1.144991 348.095921 24.4451454 0 0
1.145989 347.3324 24.3859134 0 0
1.146988 355.363404 24.671984 0 0
1.147986 370.515587 25.3123581 0 0
1.148984 402.635697 26.472661 0 0
1.149983 444.963952 27.9615109 0 0
1.150981 418.98281 27.1531676 0 0
1.15198 417.360871 27.0595785 0 0
1.152978 416.534212 27.1143051 0 0
1.153977 386.845296 26.1727556 0 0
1.154975 389.98994 26.3945448 0 0
1.155973 440.493328 27.9742663 0 0
1.156972 382.950436 26.1390288 0 0
1.15797 381.271705 26.0055852 0 0
1.158969 379.941173 25.901106 0 0
1.159967 383.788046 26.117452 0 0
1.160966 366.980777 25.5423016 0 0
1.161964 375.710816 25.7198468 0 0
1.162962 375.45546 25.6766324 0 0
1.163961 361.479643 25.2025075 0 0
1.164959 410.075317 26.8338599 0 0
1.165958 335.155491 24.299377 0 0
1.166956 397.142481 26.4253369 0 0
1.167955 428.032445 27.4262546 0 0
1.168953 399.334288 26.4867158 0 0
1.169952 365.462667 25.2477777 0 0
1.17095 430.420481 27.4927289 0 0
1.171948 369.705961 25.5371547 0 0
1.172947 453.331537 28.1778339 0 0
1.173945 384.720055 25.9220708 0 0
1.174944 407.745169 26.6215325 0 0
1.175942 393.376704 26.2128015 0 0
1.176941 421.770781 27.0850875 0 0
1.177939 372.496386 25.5152586 0 0
1.178937 376.951031 25.6210151 0 0
1.179936 366.163308 25.2203104 0 0
1.180934 401.73782 26.3365257 0 0
1.181933 360.950896 25.0020282 0 0
1.182931 320.189081 23.5878179 0 0
1.18393 418.169981 26.9455049 0 0
1.184928 398.646839 26.2895319 0 0
1.185927 397.494798 26.2046013 0 0
1.186925 392.516481 26.0254503 0 0
1.187923 395.258026 26.1231529 0 0
1.188922 398.315428 26.1760012 0 0
1.18992 401.0861 26.2727955 0 0
1.190919 396.407637 26.1084052 0 0
1.191917 365.009151 25.011168 0 0
