'y-axis saved as y
'x 11bmb_8032SRC001-020.xye SigmaYobs Ycalc Diff
10.996573 238.872853 13.3478256 227.750703 11.1221495
10.997572 234.277195 13.2949055 228.399569 5.87762571
10.99857 264.562788 14.2009624 229.084926 35.4778618
10.999569 252.078689 13.8449914 229.810584 22.268105
11.000567 243.987148 13.7033898 230.577668 13.4094799
11.001566 259.579059 14.0567961 231.390393 28.1886658
11.002564 251.564396 13.894894 232.249931 19.3144653
11.003563 266.141481 14.3124501 233.160862 32.9806191
11.004561 243.414843 13.6587169 234.124297 9.29054618
11.005559 255.229757 14.073641 235.144046 20.0857106
11.006558 233.645485 13.4234056 236.224109 -2.57862442
11.007556 234.901299 13.4147204 237.365152 -2.4638529
11.008555 253.707758 13.9521328 238.572089 15.135669
11.009553 278.458239 14.6493224 239.844942 38.6132965
11.010552 299.609176 15.234105 241.188329 58.4208469
11.01155 276.468018 14.5995008 242.60129 33.8667282
11.012548 267.019353 14.2959861 244.086321 22.9330315
11.013547 246.6667 13.6742238 245.645684 1.02101581
11.014545 272.401265 14.3834225 247.276422 25.1248433
11.015544 273.834386 14.3922089 248.981327 24.8530586
11.016542 287.518296 14.7755017 250.756083 36.7622129
11.017541 287.307948 14.8286326 252.602847 34.7051008
11.018539 279.91739 14.5528079 254.516289 25.4011005
11.019538 296.416102 14.966648 256.498375 39.9177268
11.020536 305.495678 15.2407601 258.543232 46.9524464
11.021534 283.653037 14.7031526 260.650795 23.0022423
11.022533 288.34442 14.820355 262.821057 25.5233635
11.023531 291.101788 14.7936001 265.046973 26.0548147
11.02453 293.886345 14.8655185 267.329266 26.5570793
11.025528 275.993456 14.4021972 269.657917 6.33553865
11.026527 285.834878 14.6608705 272.02951 13.8053676
11.027525 291.147486 14.8297764 274.427618 16.7198679
11.028523 273.450029 14.3941745 276.838325 -3.388296
11.029522 276.495718 14.3377207 279.242296 -2.74657845
11.03052 290.523435 14.7101897 281.60684 8.91659537
11.031519 283.858157 14.5383482 283.902529 -0.0443721623
11.032517 264.547624 14.0816002 286.084591 -21.5369673
11.033516 288.529811 14.701326 288.112316 0.417494966
11.034514 283.153201 14.5787282 289.933178 -6.77997726
11.035513 263.025514 13.9148338 291.501609 -28.4760952
11.036511 268.911534 14.133128 292.767099 -23.8555655
11.037509 270.622305 14.2329397 293.689485 -23.0671798
11.038508 269.133724 14.0809026 294.235723 -25.1019988
11.039506 259.715185 13.8786804 294.382257 -34.6670724
11.040505 265.41789 14.0162053 294.120458 -28.7025679
11.041503 257.304697 13.7799692 293.455655 -36.1509584
11.042502 269.527309 14.1201084 292.405445 -22.8781361
11.0435 280.124636 14.3935193 291.002782 -10.8781463
11.044498 296.472646 14.8822493 289.287737 7.18490869
11.045497 263.965343 14.1130244 287.305994 -23.3406507
11.046495 282.470757 14.5594345 285.112948 -2.64219075
11.047494 277.199844 14.4181467 282.756605 -5.55676092
11.048492 259.543655 13.9963015 280.292069 -20.7484141
11.049491 254.132339 13.8948756 277.761124 -23.6287853
11.050489 290.203741 14.9175745 275.210321 14.9934199
11.051488 269.839788 14.3790734 272.670219 -2.83043134
11.052486 246.834147 13.6924031 270.175459 -23.3413117
11.053484 249.294107 13.7437901 267.747084 -18.4529772
11.054483 280.007152 14.7337165 265.400919 14.6062331
11.055481 264.808392 14.2609481 263.15499 1.65340216
11.05648 258.598085 14.0551433 261.013883 -2.41579786
11.057478 255.168264 13.9403851 258.987539 -3.819275
11.058477 252.53691 13.8966517 257.074636 -4.53772633
11.059475 250.137313 13.8408246 255.279566 -5.14225278
11.060473 237.753349 13.4612164 253.599126 -15.845777
11.061472 225.249595 13.0106063 252.025129 -26.7755342
11.06247 253.21409 13.8656682 250.537388 2.67670197
11.063469 233.429371 13.2908647 248.898024 -15.468653
11.064467 243.112546 13.5919417 247.644563 -4.53201729
11.065466 265.472884 14.2350194 246.485484 18.9873995
11.066464 263.216783 14.1018399 245.418394 17.7983889
11.067463 248.129232 13.6622138 244.436426 3.69280606
11.068461 233.547278 13.2992923 243.536983 -9.98970461
11.069459 222.012179 12.9696327 242.714621 -20.7024425
11.070458 252.082682 13.8040887 241.964423 10.1182587
11.071456 271.649573 14.4500468 241.283939 30.3656344
11.072455 257.967223 14.0022352 240.668069 17.2991537
11.073453 258.266434 13.9808268 240.114597 18.1518369
11.074452 247.978848 13.6589847 239.619192 8.35965568
11.07545 225.312176 12.9477449 239.1799 -13.8677236
11.076448 235.863648 13.3748235 238.793482 -2.9298337
11.077447 243.218803 13.5661428 238.457153 4.76165041
11.078445 245.93349 13.5929585 238.169343 7.76414666
11.079444 241.891567 13.5146113 237.927441 3.96412627
11.080442 249.559968 13.7008518 237.730108 11.8298596
11.081441 272.286472 14.2957017 237.57532 34.7111518
11.082439 269.890226 14.2551846 237.461947 32.4282789
11.083438 264.414067 14.1103327 237.388498 27.0255691
11.084436 277.028786 14.4424475 237.354026 39.6747595
11.085434 260.434878 13.9545098 237.357509 23.077369
11.086433 253.147582 13.7882247 237.39823 15.7493516
11.087431 259.282814 13.9661444 237.475478 21.807336
11.08843 270.689709 14.2602744 237.588924 33.1007848
11.089428 268.690344 14.0803716 237.737991 30.9523533
11.090427 259.545619 13.9076338 237.922769 21.6228501
11.091425 273.447205 14.249988 238.142803 35.3044023
11.092423 272.867015 14.2660572 238.398311 34.468704
11.093422 271.222487 14.1683436 238.689785 32.5327023
11.09442 276.915792 14.4071168 239.016937 37.8988551
11.095419 283.591525 14.6721977 239.380865 44.21066
11.096417 268.522016 14.2392663 239.781392 28.7406241
11.097416 286.747662 14.7130553 240.220023 46.5276389
11.098414 293.867613 14.8277574 240.696693 53.1709195
11.099413 273.955178 14.4641623 241.213333 32.7418453
11.100411 264.805503 14.271724 241.769995 23.0355082
11.101409 281.403708 14.7254334 242.368429 39.0352785
11.102408 286.094911 14.9194186 243.010708 43.0842033
11.103406 279.511235 14.5905413 243.697085 35.8141498
11.104405 285.640025 14.7940243 244.430682 41.2093434
11.105403 287.913514 14.8719095 245.21191 42.7016041
11.106402 300.027046 15.2352083 246.044445 53.9826013
11.1074 285.150869 14.7827541 246.928882 38.2219871
11.108398 277.278012 14.5603575 247.868531 29.4094808
11.109397 285.580601 14.7665718 248.867152 36.7134493
11.110395 293.860746 14.9881217 249.925676 43.9350705
11.111394 277.523762 14.6133632 251.049471 26.4742905
11.112392 295.333266 15.0087093 252.23975 43.0935163
11.113391 298.566083 15.1321049 253.50272 45.0633633
11.114389 311.727548 15.4698947 254.839923 56.8876246
11.115388 300.949527 15.0567899 256.258533 44.6909944
11.116386 285.176969 14.6737888 257.760485 27.416484
11.117384 312.416116 15.5100401 259.352392 53.0637244
11.118383 311.655018 15.4034241 261.041661 50.6133571
11.119381 313.433749 15.4672095 262.830971 50.6027784
11.12038 298.241813 15.0050882 264.730578 33.5112345
11.121378 316.437057 15.4672739 266.743771 49.6932862
11.122377 329.807779 15.8679629 268.88238 60.9253989
11.123375 312.426357 15.3679692 271.150405 41.2759523
11.124373 357.520787 16.4226251 273.55896 83.9618275
11.125372 354.339495 16.3716753 276.120447 78.2190482
11.12637 318.847803 15.4717748 278.840137 40.0076662
11.127369 312.579054 15.2297973 281.734873 30.8441812
11.128367 342.188051 16.1278187 284.810897 57.3771536
11.129366 361.413741 16.602643 288.087523 73.3262184
11.130364 370.141211 16.6969728 291.572022 78.5691887
11.131363 377.338498 16.7568417 295.286417 82.0520809
11.132361 360.732722 16.4782517 299.238991 61.4937311
11.133359 374.097734 16.7684726 303.450195 70.6475387
11.134358 359.900078 16.3720185 307.942453 51.9576253
11.135356 395.99987 17.2497109 312.725154 83.274716
11.136355 393.983386 17.1361416 317.827354 76.1560324
11.137353 388.458112 17.0049056 323.25845 65.1996622
11.138352 377.868778 16.7035967 329.049631 48.8191467
11.13935 377.747675 16.7506991 335.209076 42.5385995
11.140348 379.775862 16.8384327 341.761897 38.0139652
11.141347 404.190493 17.2909707 348.733593 55.4568999
11.142345 408.570666 17.378338 356.126102 52.4445635
11.143344 384.395838 16.8589181 363.967574 20.4282643
11.144342 345.24048 16.0099703 372.250695 -27.0102154
11.145341 360.875718 16.5578522 380.995015 -20.1192975
11.146339 354.828017 16.4094068 390.177535 -35.3495183
11.147338 321.520913 15.571304 399.801585 -78.2806721
11.148336 337.519883 15.9811742 409.819709 -72.2998262
11.149334 344.413751 16.1991123 420.198227 -75.784476
11.150333 345.558279 16.308708 430.88663 -85.328351
11.151331 353.058932 16.5722309 441.780959 -88.7220266
11.15233 324.302834 15.8459094 452.797273 -128.494439
11.153328 300.853154 15.2085067 463.782815 -162.929661
11.154327 310.000405 15.4398379 474.603252 -164.602847
11.155325 300.105263 15.2266198 485.056926 -184.951663
11.156323 300.067275 15.2098908 494.95406 -194.886785
11.157322 291.086435 14.9329958 504.087656 -213.001221
11.15832 278.219506 14.5545039 512.218374 -233.998868
11.159319 283.346419 14.6694333 519.14469 -235.798271
11.160317 285.347188 14.7298957 524.654302 -239.307114
11.161316 298.819075 15.0962497 528.588369 -229.769294
11.162314 295.580799 15.0641647 530.814353 -235.233554
11.163313 282.335404 14.6972751 531.262355 -248.926951
11.164311 297.144349 15.0516596 529.918173 -232.773824
11.165309 274.977382 14.4622786 526.82778 -251.850398
11.166308 270.354027 14.2696498 522.086414 -251.732387
11.167306 270.324052 14.3287226 515.854078 -245.530026
11.168305 264.675749 14.2561352 508.303864 -243.628115
11.169303 242.798931 13.54242 499.661884 -256.862953
11.170302 254.176249 13.8652311 490.131446 -235.955197
11.1713 265.448593 14.2363915 479.95206 -214.503467
11.172298 256.359827 13.8771068 469.323128 -212.963301
11.173297 261.223157 14.0369972 458.42435 -197.201193
11.174295 265.803567 14.2011234 447.445712 -181.642145
11.175294 265.398947 14.1375663 436.508391 -171.109444
11.176292 264.848661 14.0102348 425.751806 -160.903145
11.177291 265.155162 14.0338113 415.248027 -150.092865
11.178289 273.725832 14.2728707 405.08903 -131.363198
11.179288 282.032187 14.6099786 395.306392 -113.274205
11.180286 238.292184 13.3316165 385.954299 -147.662115
11.181284 255.598793 13.7318482 377.043872 -121.445079
11.182283 258.562006 13.8691136 368.576747 -110.014741
11.183281 238.184624 13.376226 360.570365 -122.385741
11.18428 235.920553 13.2829737 353.00296 -117.082407
11.185278 251.507436 13.7255068 345.878211 -94.3707747
11.186277 241.107111 13.357732 339.167303 -98.0601918
11.187275 257.570427 13.8148858 332.866032 -75.2956046
11.188273 249.453746 13.5041758 326.94872 -77.4949736
11.189272 256.770508 13.8117036 321.390344 -64.6198362
11.19027 255.612165 13.7773245 316.181694 -60.5695288
11.191269 256.392456 13.7662798 311.29259 -54.9001337
11.192267 247.827516 13.6015039 306.713051 -58.885535
11.193266 229.039217 13.044034 302.4152 -73.3759828
11.194264 209.904523 12.479043 298.38933 -88.4848073
11.195263 246.115747 13.5009449 294.610324 -48.4945767
11.196261 236.178963 13.2521604 291.069279 -54.8903164
11.197259 249.435617 13.7356018 287.747069 -38.3114522
11.198258 249.776548 13.6749986 284.626376 -34.8498285
11.199256 234.196694 13.2531166 281.699864 -47.5031698
11.200255 236.499664 13.3962586 278.949258 -42.4495942
11.201253 215.535681 12.8657802 276.368275 -60.8325944
11.202252 246.662149 13.7833557 273.941015 -27.2788655
11.20325 250.298798 13.7882035 271.662167 -21.3633689
11.204248 253.72338 13.8947588 269.519971 -15.7965913
11.205247 238.129499 13.5249576 267.503889 -29.3743899
11.206245 238.31857 13.5867948 265.609872 -27.2913017
11.207244 237.777988 13.5439264 263.826808 -26.0488195
11.208242 253.754884 14.0637825 262.151348 -8.39646394
11.209241 227.562952 13.2233552 260.573882 -33.0109305
11.210239 231.749496 13.2674815 259.091657 -27.3421611
11.211238 213.167966 12.7219563 257.696365 -44.5283986
11.212236 223.698368 13.0201584 256.385751 -32.6873832
11.213234 260.545225 14.1366515 255.15381 5.39141468
11.214233 245.487418 13.7447444 253.995197 -8.50777944
11.215231 236.270648 13.4062138 252.90826 -16.6376121
11.21623 234.138204 13.3881633 251.887247 -17.7490435
11.217228 223.365589 13.0951044 250.930825 -27.5652362
11.218227 228.866762 13.1491306 250.034045 -21.1672825
11.219225 228.36425 13.1470518 249.195835 -20.8315853
11.220223 226.382892 13.116776 248.412695 -22.0298027
11.221222 231.135556 13.16724 247.681549 -16.5459929
11.22222 223.299082 12.9412636 247.001643 -23.7025606
11.223219 235.403404 13.3425259 246.369641 -10.9662371
11.224217 238.164095 13.4394997 245.784956 -7.62086063
11.225216 237.001662 13.3793713 245.244779 -8.24311668
11.226214 230.850781 13.1256563 244.748661 -13.89788
11.227213 232.262465 13.1260207 244.294272 -12.0318068
11.228211 238.212147 13.435896 243.88128 -5.66913279
11.229209 241.230855 13.514811 243.508136 -2.27728055
11.230208 240.15093 13.456548 243.173574 -3.02264378
11.231206 239.757625 13.5186328 242.877409 -3.11978447
11.232205 216.521351 12.767105 242.618345 -26.0969944
11.233203 243.818206 13.5385338 242.39628 1.42192647
11.234202 232.291022 13.1388773 242.210286 -9.91926372
11.2352 248.332058 13.6243386 242.060337 6.27172075
11.236198 238.874424 13.366073 241.945957 -3.07153314
11.237197 222.376927 12.9338143 241.866914 -19.4899873
11.238195 242.54876 13.4099462 241.823287 0.725472658
11.239194 246.273247 13.4955891 241.815032 4.45821477
11.240192 227.366404 12.9749121 241.842297 -14.4758933
11.241191 243.137376 13.5206536 241.90539 1.23198626
11.242189 209.157705 12.5035802 242.00453 -32.8468254
11.243188 221.788691 12.8089151 242.140386 -20.3516952
11.244186 244.012527 13.3921608 242.313257 1.69927033
11.245184 230.054625 13.1078138 242.523952 -12.4693273
11.246183 226.021324 13.0208946 242.773554 -16.7522297
11.247181 235.65724 13.2952671 243.062497 -7.40525674
11.24818 237.036877 13.4117085 243.392429 -6.35555185
11.249178 231.038694 13.3089097 243.763894 -12.7252004
11.250177 239.493638 13.5652833 244.178985 -4.68534747
11.251175 241.376251 13.5923687 244.638374 -3.26212291
11.252173 234.57999 13.4080009 245.144111 -10.5641215
11.253172 243.497958 13.6956387 245.698605 -2.20064681
11.25417 228.869865 13.2289714 246.302763 -17.4328981
11.255169 232.451315 13.3304846 246.96 -14.5086853
11.256167 228.335874 13.2173294 247.671423 -19.3355491
11.257166 214.207071 12.8003743 248.441088 -34.2340167
11.258164 223.909717 13.0778509 249.270338 -25.3606207
11.259163 233.955068 13.3811262 250.163956 -16.2088882
11.260161 234.223328 13.3887651 251.12357 -16.9002425
11.261159 229.060477 13.2151871 252.153731 -23.0932539
11.262158 248.359993 13.7997682 253.259585 -4.89959169
11.263156 251.153222 13.8761644 254.44329 -3.29006795
11.264155 224.858869 13.1219717 255.711926 -30.8530574
11.265153 252.866401 13.8995762 257.068089 -4.20168776
11.266152 254.129002 13.8704028 258.520016 -4.39101352
11.26715 230.191799 13.1458141 260.070813 -29.8790139
11.268148 229.850286 13.2590355 261.728342 -31.8780559
11.269147 232.841056 13.3409367 263.501405 -30.6603487
11.270145 228.80102 13.1887211 265.394022 -36.5930018
11.271144 242.677264 13.6234313 267.418089 -24.7408253
11.272142 236.81301 13.3914035 269.57833 -32.7653202
11.273141 227.550706 13.1334921 271.888419 -44.3377126
11.274139 244.927638 13.6709882 274.353828 -29.4261904
11.275138 231.615406 13.2851491 276.990199 -45.3747929
11.276136 235.950424 13.4006905 279.803739 -43.8533151
11.277134 238.837411 13.488183 282.809088 -43.9716774
11.278133 233.707258 13.1581766 286.022319 -52.3150612
11.279131 231.365096 13.1922548 289.450476 -58.0853797
11.28013 220.095723 12.9024701 293.114337 -73.0186136
11.281128 210.420607 12.5539218 297.021016 -86.6004086
11.282127 218.255734 12.7913652 301.192916 -82.9371815
11.283125 240.192577 13.4356531 305.636395 -65.4438181
11.284123 230.871308 13.0549231 310.369765 -79.498457
11.285122 255.593029 13.8765537 315.411746 -59.8187166
11.28612 258.277955 13.9289962 320.764598 -62.4866427
11.287119 238.557952 13.3752616 326.449245 -87.8912934
11.288117 217.797671 12.725536 332.461784 -114.664113
11.289116 225.096527 12.8916003 338.817618 -113.721091
11.290114 239.118619 13.3271773 345.502306 -106.383687
11.291113 234.621359 13.2235107 352.520602 -117.899243
11.292111 226.132443 13.0178872 359.841504 -133.709061
11.293109 222.951012 12.893426 367.444454 -144.493442
11.294108 214.68086 12.540744 375.297633 -160.616773
11.295106 217.615763 12.7570891 383.331161 -165.715398
11.296105 231.303877 13.2020333 391.490572 -160.186695
11.297103 237.14257 13.3500351 399.671438 -162.528868
11.298102 235.404392 13.3146078 407.783574 -172.379182
11.2991 230.122736 13.1363955 415.686227 -185.563491
11.300098 243.618517 13.5782237 423.246977 -179.62846
11.301097 240.140881 13.4965783 430.319243 -190.178362
11.302095 218.042985 12.8852856 436.727589 -218.684604
11.303094 226.351652 13.201701 442.323162 -215.97151
11.304092 244.6842 13.7337512 446.940896 -202.256696
11.305091 244.98982 13.722909 450.453729 -205.463909
11.306089 230.471665 13.3258264 452.744535 -222.27287
11.307088 246.685555 13.7061091 453.742735 -207.05718
11.308086 244.650109 13.6869396 453.411102 -208.760993
11.309084 235.438501 13.5227886 451.759559 -216.321058
11.310083 245.004519 13.7574124 448.83521 -203.830691
11.311081 259.975499 14.0534206 444.732761 -184.757262
11.31208 237.518559 13.3825545 439.565104 -202.046545
11.313078 250.455107 13.8499009 433.486334 -183.031227
11.314077 239.958396 13.5363105 426.642248 -186.683852
11.315075 223.891535 13.092005 419.208767 -195.317232
11.316073 238.090417 13.5168411 411.338244 -173.247827
11.317072 229.168872 13.1437932 403.171451 -174.002579
11.31807 264.528173 14.1162296 394.859552 -130.331379
11.319069 244.26397 13.5493107 386.503765 -142.239795
11.320067 246.2488 13.5871978 378.220272 -131.971472
11.321066 255.203514 13.8596094 370.073791 -114.870277
11.322064 239.424425 13.4187483 362.144714 -122.720289
11.323063 235.703636 13.3220323 354.465638 -118.762002
11.324061 237.10394 13.4003445 347.086779 -109.982839
11.325059 243.166681 13.5290434 340.02344 -96.8567587
11.326058 241.970951 13.5206352 333.282534 -91.3115829
11.327056 245.532115 13.6352858 326.883324 -81.3512093
11.328055 242.547631 13.5441151 320.81251 -78.2648791
11.329053 249.338719 13.6811974 315.077121 -65.7384022
11.330052 230.13822 13.1280471 309.656923 -79.5187028
11.33105 213.487413 12.6996571 304.55158 -91.0641674
11.332048 227.384448 13.1273919 299.742558 -72.3581101
11.333047 240.895576 13.4293274 295.211433 -54.3158573
11.334045 246.132323 13.5333741 290.952708 -44.8203847
11.335044 233.724624 13.1948867 286.943017 -53.2183925
11.336042 234.758828 13.227857 283.175728 -48.4168999
11.337041 232.879807 13.1491205 279.628886 -46.7490795
11.338039 241.275437 13.446453 276.295715 -35.0202784
11.339038 232.927371 13.2194055 273.156176 -40.2288049
11.340036 235.666761 13.2439574 270.203882 -34.5371211
11.341034 235.06617 13.243097 267.423585 -32.3574153
11.342033 226.370131 12.9792198 264.80142 -38.4312886
11.343031 222.969302 12.9421333 262.332011 -39.3627089
11.34403 217.026969 12.6961666 260.000428 -42.973459
11.345028 222.977731 12.8712428 257.802041 -34.8243105
11.346027 223.034966 12.8624996 255.723747 -32.6887809
11.347025 244.859572 13.544231 253.761628 -8.90205634
11.348023 236.799065 13.391166 251.906028 -15.1069628
11.349022 238.363691 13.5518865 250.148246 -11.7845551
11.35002 241.785316 13.608494 248.485312 -6.69999633
11.351019 223.952754 13.0637307 246.907851 -22.9550965
11.352017 228.659195 13.2029268 245.413423 -16.7542278
11.353016 243.444473 13.744195 243.993826 -0.549353006
11.354014 229.684388 13.332638 242.647079 -12.962691
11.355013 235.913949 13.5394458 241.365994 -5.45204492
11.356011 216.028188 12.8795203 240.148976 -24.1207884
11.357009 226.235892 13.193026 238.990848 -12.754956
11.358008 240.890554 13.597395 237.886941 3.00361321
11.359006 230.157837 13.3038898 236.836127 -6.67828964
11.360005 216.640846 12.8945607 235.833189 -19.1923429
11.361003 214.829418 12.7742718 234.877246 -20.0478284
11.362002 231.081568 13.2319934 233.963689 -2.88212103
11.363 212.205152 12.7065846 233.09184 -20.8866882
11.363998 228.758189 13.1807693 232.25843 -3.50024146
11.364997 242.507348 13.6454829 231.460502 11.0468457
11.365995 234.95384 13.3999874 230.697621 4.25621891
11.366994 228.331179 13.1260879 229.966358 -1.63517909
11.367992 243.575218 13.5600922 229.266405 14.3088133
11.368991 249.043496 13.7286743 228.594699 20.4487968
11.369989 228.213804 13.1851451 227.951036 0.262767678
11.370988 218.599627 12.8690462 227.332674 -8.73304678
11.371986 226.38816 13.1267836 226.739491 -0.351330757
11.372984 219.583728 12.8501435 226.169584 -6.58585558
11.373983 229.053625 13.0416828 225.621221 3.43240362
11.374981 222.566148 12.9301775 225.094381 -2.52823335
11.37598 220.049316 12.8741562 224.586955 -4.53763902
11.376978 222.97285 12.9751036 224.09897 -1.1261197
11.377977 240.613893 13.4346408 223.628518 16.9853751
11.378975 224.58214 12.9071661 223.175667 1.4064726
11.379973 226.688042 12.9799348 222.739117 3.94892499
11.380972 233.076952 13.2435847 222.317679 10.759273
11.38197 250.353004 13.750044 221.911467 28.4415371
11.382969 220.064808 12.8048191 221.518978 -1.45417034
11.383967 223.029113 12.8575275 221.140349 1.88876351
11.384966 235.0034 13.2239055 220.774209 14.2291912
11.385964 223.464907 12.8516877 220.42071 3.044197
11.386963 241.079082 13.3620516 220.078598 21.0004841
11.387961 229.536633 13.0556906 219.74804 9.78859308
11.388959 222.617522 12.9438099 219.428199 3.18932258
11.389958 212.762869 12.5864789 219.128154 -6.36528535
11.390956 231.029677 13.1311501 218.934089 12.0955882
11.391955 219.565548 12.7500843 218.704754 0.860794316
11.392953 200.866887 12.1654029 218.423967 -17.5570803
11.393952 226.027433 12.9399827 218.15155 7.87588305
11.39495 228.349001 12.9970659 217.887692 10.4613089
11.395948 229.281342 13.0918099 217.631781 11.649561
11.396947 202.283499 12.3246482 217.383253 -15.0997536
11.397945 207.931741 12.54559 217.1423 -9.21055896
11.398944 224.463448 13.0911225 216.908152 7.55529616
11.399942 211.643848 12.7343316 216.681002 -5.03715371
11.400941 224.343585 13.0802324 216.460133 7.8834518
11.401939 235.806116 13.4456275 216.245739 19.5603769
11.402938 216.330426 12.8971355 216.037153 0.293273106
11.403936 203.967392 12.5301539 215.834566 -11.8671738
11.404934 217.896683 13.0137959 215.637551 2.25913176
11.405933 197.930915 12.2604782 215.445715 -17.5147998
11.406931 223.851426 13.0893575 215.259244 8.59218197
11.40793 204.611065 12.5215451 215.077579 -10.4665135
11.408928 219.406023 12.9980902 214.900903 4.50512013
11.409927 225.271635 13.1757393 214.728693 10.5429424
11.410925 214.264434 12.8581791 214.561129 -0.296695048
11.411923 199.181876 12.3328135 214.397882 -15.2160059
11.412922 215.762432 12.7551299 214.238645 1.52378685
11.41392 228.949244 13.0724491 214.083594 14.8656496
11.414919 227.770648 13.0872235 213.932283 13.8383652
11.415917 223.373696 13.0195777 213.784882 9.58881411
11.416916 229.042191 13.236994 213.640972 15.4012195
11.417914 216.3712 12.7707169 213.500719 2.87048072
11.418913 200.430155 12.3327647 213.363729 -12.9335745
11.419911 215.845684 12.8543573 213.230166 2.61551843
11.420909 206.117424 12.5686796 213.099783 -6.98235938
11.421908 208.508532 12.5474534 212.972356 -4.46382365
11.422906 225.415985 13.0863207 212.84804 12.5679453
11.423905 216.262005 12.7675761 212.726493 3.53551192
11.424903 222.531838 12.8795341 212.607869 9.92396898
11.425902 205.604856 12.3458735 212.491844 -6.88698775
11.4269 227.100447 13.0770548 212.378566 14.7218808
11.427898 220.127242 12.8996036 212.26784 7.85940244
11.428897 216.01922 12.7225922 212.15948 3.85973995
11.429895 220.014803 12.8206343 212.053631 7.96117247
11.430894 211.014512 12.5554751 211.950008 -0.935496204
11.431892 225.698869 13.0363371 211.848752 13.8501171
11.432891 219.194186 12.8692265 211.749593 7.44459286
11.433889 212.634934 12.6319184 211.652667 0.982267144
11.434888 234.085109 13.1926533 211.557718 22.5273909
11.435886 226.902884 13.0586786 211.464878 15.4380063
11.436884 224.675632 12.8950916 211.373993 13.3016386
11.437883 229.702781 13.0830879 211.284922 18.4178586
11.438881 233.6066 13.2286806 211.19779 22.40881
11.43988 226.471301 12.9142482 211.112371 15.3589298
11.440878 221.146344 12.7360074 211.028788 10.1175564
11.441877 216.130439 12.6173851 210.946825 5.18361435
11.442875 216.298522 12.6620681 210.8666 5.43192155
11.443873 228.067087 12.985713 210.787988 17.2790988
11.444872 244.777589 13.5628548 210.710869 34.0667198
11.44587 208.88315 12.5167635 210.635356 -1.75220619
11.446869 224.570792 12.9598386 210.561258 14.0095335
11.447867 202.193719 12.401374 210.488686 -8.29496671
11.448866 205.496962 12.4725939 210.417455 -4.92049348
11.449864 212.298962 12.7558615 210.347674 1.95128779
11.450863 222.000838 12.989555 210.279168 11.7216704
11.451861 192.415474 12.0084573 210.212039 -17.7965648
11.452859 210.953814 12.7637866 210.146186 0.807627639
11.453858 208.098993 12.6150624 210.081515 -1.98252177
11.454856 207.534581 12.6925298 210.018123 -2.48354178
11.455855 207.659278 12.5890316 209.955854 -2.29657608
11.456853 209.537037 12.6912433 209.894805 -0.357767516
11.457852 207.016945 12.6174808 209.834824 -2.81787928
11.45885 214.56486 12.8347222 209.776006 4.7888536
11.459848 225.604725 13.1814991 209.718264 15.8864606
11.460847 223.240745 13.0950777 209.661517 13.5792279
11.461845 226.641301 13.2694223 209.605853 17.0354478
11.462844 232.809281 13.3488691 209.551138 23.258143
11.463842 229.567958 13.2333213 209.497458 20.0705004
11.464841 224.475388 13.1086043 209.444682 15.0307056
11.465839 222.753586 13.0536937 209.392896 13.3606897
11.466838 207.115458 12.6223829 209.341975 -2.22651676
11.467836 211.244649 12.7516523 209.291999 1.9526499
11.468834 209.513827 12.5942714 209.242898 0.270928704
11.469833 203.411174 12.4132368 209.194605 -5.78343137
11.470831 209.435125 12.586927 209.147198 0.287926829
11.47183 233.785706 13.2926343 209.100564 24.6851422
11.472828 212.355638 12.7009868 209.054778 3.30086016
11.473827 200.463102 12.2651742 209.009732 -8.54662965
11.474825 232.016723 13.1759721 208.965499 23.0512244
11.475823 215.935428 12.6816756 208.922017 7.01341073
11.476822 211.400402 12.5934892 208.87923 2.52117243
11.47782 216.095155 12.6944697 208.837206 7.25794925
11.478819 210.822989 12.5678312 208.795847 2.02714206
11.479817 195.800296 12.0493702 208.755221 -12.9549254
11.480816 211.818205 12.5454261 208.715234 3.10297125
11.481814 213.245065 12.688917 208.67595 4.56911467
11.482813 229.07593 13.0715454 208.637279 20.4386507
11.483811 213.396571 12.6857376 208.599285 4.79728606
11.484809 215.728344 12.7306222 208.561916 7.16642821
11.485808 201.272184 12.2382683 208.525123 -7.25293919
11.486806 214.393121 12.6427606 208.488969 5.90415229
11.487805 212.444725 12.6283598 208.453368 3.99135656
11.488803 207.927369 12.5045704 208.418382 -0.491013212
11.489802 185.57927 11.7466929 208.383929 -22.8046591
11.4908 199.216653 12.0551134 208.350067 -9.13341406
11.491798 204.571393 12.3266691 208.316751 -3.74535811
11.492797 215.287668 12.6277129 208.283939 7.00372946
11.493795 221.342594 12.8108365 208.251685 13.090909
11.494794 225.586386 13.0169974 208.219916 17.3664698
11.495792 217.377081 12.6377186 208.188686 9.18839463
11.496791 230.85922 13.1497297 208.157924 22.7012963
11.497789 227.413801 13.1178674 208.127681 19.2861202
11.498788 214.966176 12.7399662 208.097888 6.86828757
11.499786 222.385247 12.9895421 208.068598 14.3166495
11.500784 211.399962 12.7495606 208.03977 3.36019218
11.501783 207.588126 12.598096 208.011369 -0.42324308
11.502781 222.226168 13.0344405 207.983444 14.2427239
11.50378 211.507665 12.7014469 207.955931 3.55173361
11.504778 202.771202 12.4687133 207.928878 -5.15767629
11.505777 222.259367 13.0905777 207.902223 14.3571436
