Real Imaginary
23.434176860500962 37.85508472898323
27.591888969836102 44.01702002338496
32.55320203294793 51.08637752405653
38.47925394559802 59.15723312426597
45.561437281757904 68.31645122918391
54.02427185465103 78.6347622711544
64.1264024520643 90.15466671701695
76.15811964560685 102.8749963364445
90.43324599729866 116.73265189064016
107.27285840103816 131.58324977108057
126.97852362371245 147.1842017683429
149.79407108560846 163.18589616500793
175.85795712035838 179.13840865686672
205.15304509122643 194.5211949880518
237.46604163582919 208.79987881478516
272.3722636140228 221.50672901866875
309.25944098047717 232.33121980901836
347.3949572455445 241.19865783096503
386.0265025688474 248.3138905023954
424.4931853055444 254.1563184548716
462.31998272823466 259.42847656298505
499.2755330414373 264.9752862081377
535.3874251949956 271.69752443607774
570.9226831997073 280.4795207115922
606.348444456261 292.1415500798136
642.2879980906099 307.417510239539
679.4830023069411 326.95195945303743
718.7671985420203 351.3081808491832
761.0524861016111 380.9794416078777
807.3255078746646 416.39741629921474
858.6516470689808 457.93366840200684
916.1829351450936 505.89159154139685
981.1662681141304 560.4872330672471
1054.9481640214312 621.8181404898669
1138.9719113726874 689.8200683486253
1234.7623711176184 764.2123617751314
1343.8930775678662 844.4343738541071
1467.9299803719182 929.5775874793645
1608.3467071970058 1018.3212520650916
1766.4082835651925 1108.8830659263438
1943.0245136904814 1199.0000181933888
2138.581100320382 1285.9566325848316
2352.765682303184 1366.6766910422668
2584.4156232872283 1437.8881738011285
2831.421420589917 1496.358669835927
3090.7199180055954 1539.181077827539
3358.4016993325085 1564.0711863608417
3629.9367025518764 1569.626239999828
3900.4954781380275 1555.4933554482486
4165.318976801904 1522.411543802899
4420.076443105872 1472.117913084786
4661.154282115041 1407.138680409887
4885.837304289953 1330.5086634003428
5092.370219392182 1245.472043470325
5279.912266823186 1155.2116561662494
5448.414400793376 1062.6385453161488
5598.454112463989 970.2549259531875
5731.059589479365 880.0878560300571
5847.546410334039 793.6808119756439
5949.380229335803 712.1262267764902
6038.070544383647 636.1224263787004
6115.094786698393 566.0413387420354
6181.84865679789 501.99718206235394
6239.617310554768 443.909981264556
6289.561980168017 391.560689935657
6332.7172930228635 344.6367769877893
6369.995496610548 302.7684593582317
6402.194750259209 265.55649550194465
6430.009474668805 232.5927785533781
6454.041412662712 203.47503359233392
6474.810550777924 177.8168424092348
6492.765404677522 155.2540674143365
6508.292411875905 135.44857127657838
6521.724331687872 118.08995759094509
6533.34764887531 102.89590400568619
6543.409033053609 89.61152815426566
6552.120934488548 78.00811905253398
6559.666408358731 67.88148051062258
6566.203260660313 59.050065689126214
6571.867604190479 51.353030062576124
6576.77690535648 44.64829076593977
6581.032593710425 38.81065097204059
6584.722297165465 33.730026373519266
6587.921757391995 29.309795221207747
6590.696472209489 25.465282263191583
6593.103104986119 22.122379205936976
6595.190695135867 19.216299105544323
6597.001698705605 16.69045872298639
6598.572883691524 14.495480833375346
6599.93610102489 12.588307383370342
