Real Imaginary
23.337540740310786 38.44708130118428
27.565871725096056 44.69965007255293
32.61116646536645 51.8712593334727
38.637057283563166 60.05656586835907
45.83777645924404 69.34264601927869
54.44097997447103 79.79989189766337
64.70862225731766 91.46970437781283
76.9342459973203 104.34883750341024
91.43449665319461 118.37096243061467
108.53231624149137 133.3872650101876
128.52951978912017 149.14971423264817
151.66787986277367 165.3027929861921
178.08097330717115 181.39120054002996
207.74389693992384 196.89093534371085
240.43336900299659 211.26762633785427
275.71400078829924 224.0582554504174
312.9642259497756 234.96214463438795
351.4457187187585 243.91886896104126
390.4055593439819 251.15022893580965
429.1876918222982 257.15308408880054
467.32654488411777 262.6460785348967
504.6032792566325 268.48792505092285
541.0594621646363 275.59092331296193
576.9763689042759 284.849468635716
612.835115419283 297.09360835084306
649.2727338416321 313.067880748004
687.0448332986542 333.4293180114177
726.9999865204098 358.7562278603545
770.066590168029 389.5599542415206
817.2503049917586 426.29364016206176
869.6389862384408 469.3539228415484
928.4116477844697 519.0729610364107
994.847913672349 575.699167956792
1070.3342421338573 639.3656868979558
1156.3627998784586 710.046282767537
1254.5182246051784 787.4992351557773
1366.446801808515 871.2012964058807
1493.8021269921824 960.2760527581256
1638.1616446375597 1053.4241900023228
1800.9102419423782 1148.8670298214627
1983.09107495729 1244.3186189984442
2185.230531551878 1337.0043527201428
2407.153492087118 1423.7437326771358
2647.8153638938334 1501.1093500267946
2905.185673154733 1565.6622314596968
3176.2200440649563 1614.2460164568145
3456.9492535586915 1644.3028252880622
3742.6944935356023 1654.1587164266562
4028.3905061439973 1643.2234841565246
4308.971087070871 1612.0622853793827
4579.754479759703 1562.3231198617184
4836.766198387967 1496.5361933714728
5076.953812108506 1417.827709866274
5298.275398735747 1329.6033496151447
5499.670828595897 1235.2535190051465
5680.944569677781 1137.9174878702222
5842.596818552649 1040.3239298352325
5985.637692288303 944.7077338435511
6111.410894778441 852.7910362360145
6221.442950264173 765.8109524092572
6317.324843538057 684.5761540186484
6400.6261929827515 609.5371936707817
6472.8381124058305 540.859464365878
6535.33918723619 478.4916287545619
6589.378770595946 422.22560980269816
6636.072427128549 371.74659880711965
6676.405326337617 326.6730697998093
6711.240407235935 286.58766404269386
6741.329043607469 251.06021681044632
6767.322673064833 219.66430752853682
6789.784408373055 191.9886496373795
6809.200048258659 167.64448502637993
6825.9881784317295 146.26996449450954
6840.509232887278 127.53231239708984
6853.073497360395 111.12840697441848
6863.94810209037 96.78426474976567
6873.363085449506 84.25379917209536
6881.516624682032 73.31712875560117
6888.579532674015 63.778635402698924
6894.699115471853 55.464916073368734
6900.002477504299 48.22272728213042
6904.599352210892 41.916989217105254
6908.584526272858 36.42889217049963
6912.039916572523 31.654130467280574
6915.036350721764 27.50127659298124
6917.635094636968 23.890299504100216
6919.88916421341 20.75122518624098
6921.84445261425 18.02293366216877
6923.540699955608 15.652084279136814
6925.012328144143 13.592159796587625
