Real Imaginary
11.4715450648984 27.305033831850466
13.663061427471165 32.598121194062784
16.333094401745 38.920581235676025
19.60714779312017 46.46264860209037
23.64993772333414 55.441779606852435
28.678534658241894 66.10110821825727
34.97919728783005 78.70342739428366
42.92786868345283 93.5176333896193
53.01296500741043 110.79325084119606
65.85633263300711 130.7174394105682
82.22337221151633 153.34879966365145
103.00608276518656 178.52556147403783
129.1548570847507 205.75595964429738
161.53242445929635 234.11932350111007
200.6787907866384 262.23570886432185
246.52287251621925 288.3828301072526
298.1496195761773 310.81581972306964
353.7815316748593 328.24823362059885
411.08151691205836 340.31583684708244
467.7113194182233 347.78641305951305
521.9058954501597 352.39492860892256
572.8130177509296 356.40274100902457
620.510323352759 362.1137263085197
665.7930247179072 371.53820964253686
709.8918537361039 386.26043018318
754.2380203714646 407.46042474316243
800.3180629883531 436.01069325120886
849.6108896795665 472.58596648906183
903.5809270492 517.7537631195545
963.7023576222325 572.0350996590234
1031.4969322296297 635.9356586837678
1108.574945970875 709.9512503160599
1196.6735806117626 794.5512774698221
1297.689020932352 890.1425723535122
1413.699202253297 997.0146528206398
1546.973356052697 1115.2667237869668
1699.963156479434 1244.716920914211
1875.2686331228306 1384.7955953067658
2075.5705710987136 1534.4270915113877
2303.520522547573 1691.9086229133238
2561.5807127605126 1854.8003982527966
2851.8101485106395 2019.8474918575214
3175.6011688986364 2182.959671144287
3533.382942183873 2339.2781289531345
3924.323998892285 2483.354713514143
4346.081588077644 2609.45688310581
4794.655878018398 2711.989164594876
5264.405072535157 2785.992092264215
5748.258373675202 2827.649990110453
6238.127768004043 2834.720518248394
6725.474881170555 2806.801733652223
7201.94981148833 2745.3800844050697
7659.999477613639 2653.648792809991
8093.351291933455 2536.1356654963306
8497.310574939424 2398.2159964685375
8868.854530029 2245.599436736023
9206.546586840795 2083.8690803721315
9510.321469624545 1918.1246137340231
9781.20001445556 1752.7504729641237
10020.986749936059 1591.3038633971382
10231.989010361833 1436.5009168910517
10416.780157493755 1290.2724836660427
10578.01557699578 1153.8616835008784
10718.300329033376 1027.9401991673935
10840.101728707285 912.7266601465125
10945.697838121814 808.0965532586356
11037.152741363358 713.6780291059861
11116.310553307914 628.9315138118707
11184.801667448623 553.213311149766
11244.05633804164 485.8246654733573
11295.322093241426 426.04834435731976
11339.682605055654 373.1749420796524
11378.07649589583 326.5209895454249
11411.315175622229 285.44071245140816
11440.099225467822 249.33298951797917
11465.03312343421 217.6447742648597
11486.638280200108 189.87198188005132
11505.364457247146 165.55861761877034
11521.599693679414 144.29473685996936
11535.67889221392 125.71367696590615
11547.891219906043 109.48888293241417
11558.48647330522 95.33055737634497
11567.68054609125 82.98229573596572
11575.6601230786 72.21781524086387
11582.586709759453 62.8378474799998
11588.60009240346 54.66723616343746
11593.821310719979 47.5522614438974
11598.355213461311 41.35819796980788
11602.292657148635 35.967104147410915
11605.712399273672 31.27583371345321
