Real Imaginary
14.143216010863984 29.759930395213136
16.724552610378538 35.37444135696411
19.86902487033825 42.02843488445159
23.7183410341034 49.89698769038372
28.45457120017561 59.174055255826815
34.311659132091606 70.06796461059288
41.58908330242443 82.79197236869209
50.666784965926645 97.54732471529451
62.01899499696129 114.49563048606169
76.22207081582562 133.71728792277273
93.94776437129593 155.15416537744818
115.9290807810193 178.53930415772243
142.8833512781897 203.32584939172858
175.3812615217335 228.64194391331395
213.66807457108615 253.31310702925123
257.4771096946235 275.99541891371734
305.91405992328004 295.4336144885613
357.5019184270935 310.7932336110015
410.426684970264 321.9471101963228
462.92249764213534 329.5846296170448
513.6503462705771 335.0893098194623
561.9290920986505 340.2487159788726
607.7670460022483 346.93068377623945
651.741398848195 356.84067419246264
694.8164908720978 371.4041870251534
738.1767241942875 391.7556102991202
783.1107859463168 418.7888389485086
830.951261218443 453.22850835405353
883.0575621381761 495.6956477460352
940.8266986787073 546.7554838975649
1005.7190360499098 606.9438047822708
1079.2901007820778 676.7722190591772
1163.2225657890128 756.7136476472535
1259.3542132791008 847.1690554827131
1369.6980681788907 948.4158094820344
1496.4503208682527 1060.5377451118243
1641.980442428032 1183.337436216331
1808.7963945437755 1316.2326097171058
1999.4765212013435 1458.1414058041516
2216.559263859533 1607.365424542309
2462.383213001149 1761.4851090402622
2738.874335413918 1917.288332109229
3047.2855320580993 2070.7585761315872
3387.9063182283626 2217.1513407838866
3759.776163174606 2351.183206022818
4160.450357583318 2467.3444749188493
4585.876327099144 2560.32279503674
5030.434309817579 2625.4949583961766
5487.174720331332 2659.4154470741564
5948.246732856152 2660.2145230736924
6405.467885310169 2627.825338121201
6850.947694731958 2563.9908051440443
7277.663434569389 2472.048627614665
7679.899369938576 2356.5410824630517
8053.496539670371 2222.728791265602
8395.904870109931 2076.095971542862
8706.067975541338 1921.9200665345675
8984.193721516698 1764.9504823254765
9231.468629150664 1609.2107731211663
9449.765756702913 1457.9145270595889
9641.380544170963 1313.471071582223
9808.813230193384 1177.552416404488
9954.603527405023 1051.1948184845971
10081.214610198254 934.9138020662944
10190.958866524627 828.817866809914
10285.956286987263 732.7119225096179
10368.116679687464 646.1860165930505
10439.13817487749 568.6880614624779
10500.51607988279 499.58121226120386
10553.55768971492 438.1875854045712
10599.399975884622 383.8204320571117
10639.028111813415 335.8069232615421
10673.293561157288 293.5035353067495
10702.93099762317 256.3057589677253
10728.573691137306 223.65356443515378
10750.767231557527 195.03377427375509
10769.981605594106 169.98024872257218
10786.621724568697 148.0725779599884
10801.036541620755 128.93380459005348
10813.526912140922 112.2275630753058
10824.352350920954 97.65491623871446
10833.736830599659 84.95108712586256
10841.87375283024 73.88222264888414
10848.930208893393 64.24227932839885
10855.050631814598 55.85008759452014
10860.3599282773 48.54662664413223
10864.966166167644 42.19252450149295
10868.96288258271 36.665785907426155
10872.431067566291 31.85974258718754
10875.440870605838 27.681215260813175
