Real Imaginary
633.94171 336.88773
709.54858 386.25964
801.08521 443.77628
900.75989 512.46143
1018.3567 595.87744
1146.0237 696.185
1296.5566 830.41559
1474.2681 993.88489
1706.6552 1210.7456
1999.8606 1458.0975
2377.8521 1744.5848
2860.2961 2015.4238
3459.262 2280.1519
4160.8232 2470.0469
4904.0229 2610.2732
5655.0396 2562.1653
6405.1514 2515.3569
7114.52 2359.8965
7721.4819 2142.8765
8242.9463 1935.8901
8701.4736 1611.8301
9031.3164 1372.9473
9360.6396 1215.1156
9627.3975 1089.4205
9777.0967 871.8985
9957.9707 746.39063
10122.296 628.72559
10237.962 522.35699
10354.988 452.34372
10456.106 419.38495
