Real Imaginary
568.33594 271.37204
633.89795 310.84323
708.82916 358.78641
791.2323 410.04993
882.6795 470.67743
988.0614 545.35919
1109.1555 641.11884
1251.1637 760.28668
1434.7526 905.40021
1665.7075 1075.0854
1959.5905 1259.0017
2326.2488 1436.5465
2759.9312 1562.8855
3231.7947 1653.6794
3716.5696 1674.9857
4221.0571 1618.9359
4651.3574 1511.717
5063.4199 1376.9569
5417.4702 1247.9452
5694.7949 1074.5945
5932.6177 946.76215
6108.1172 784.2674
6302.3047 676.1181
6431.7192 558.30212
6532.0562 468.42175
6627.3706 407.05054
6723.9292 370.42053
6787.626 304.29626
6864.5073 249.93037
6879.5093 245.95038
