Real Imaginary
20.739580156822058 36.321680028037484
24.49760867484352 42.534371738057885
29.018473834623006 49.733198839137195
34.4676876494009 58.03960429666066
41.04658501150462 67.5737242220211
48.99785051196692 78.4453782742832
58.60985427366766 90.74087449604062
70.21798565119774 104.5048285812828
84.200218488322 119.71678097194622
100.96315759006393 136.26371930309722
120.91427704010376 153.9119695341312
144.4168430319247 172.2853342546921
171.7272991315193 190.8601393341633
202.921571299882 208.99009079599017
237.82615094335304 225.97144630210926
275.9782818282657 241.1491341719333
316.6406175319944 254.04764312012355
358.88363335705134 264.49345425681054
401.72516061181284 272.6897031442069
444.29189807669775 279.21644854616045
485.95769040636753 284.95731247000646
526.4245404986546 290.9801602016528
565.7372301602169 298.4111013312572
604.2459180823092 308.33408480172676
642.5424037506419 321.7309811025159
681.3941178896973 339.4604100376984
721.6912122205931 362.26402324474594
764.4127592613577 390.7867441117632
810.6114928604411 425.5996845749969
861.4132479164853 467.21804995605294
918.026332037753 516.1094860542325
981.7562740737083 572.6904039126916
1054.0218531018259 637.3089353193063
1136.3685269200382 710.2136993450488
1230.4751630663905 791.5079134442492
1338.1493333486983 881.0889451045757
1461.3055120551423 978.5745148655833
1601.9196124699693 1083.218727433127
1761.9528847615252 1193.82413362017
1943.23897376053 1308.6601178324352
2147.3307645383416 1425.4026792208706
2375.30937681054 1541.1151311520994
2627.5667254136592 1652.291626637703
2903.5848077231103 1754.983351895905
3201.7469842770283 1845.018388161038
3519.2247851867455 1918.3096213348972
3851.982983794884 1971.2225567279434
4194.931784704592 2000.9521207394705
4542.22800654269 2005.8429637563863
4887.693107066132 1985.589374337837
5225.2857207186225 1941.2716468940696
5549.551413757731 1875.220742269933
5855.9786609435905 1790.740876378383
6141.215032072472 1691.7474495814467
6403.131472791153 1582.387424948476
6640.753572141649 1466.7007050525967
6854.098415377014 1348.3606331446395
7043.961582114287 1230.5082252830134
7211.693745229114 1115.6752128059163
7358.995216272038 1005.7788745563656
7487.744479283653 902.1669966126283
7599.8663959028645 805.6921603780504
7697.238634689851 716.7984591790962
7781.630922691389 635.6086256387831
7854.670215486521 562.0041122549818
7917.824957580842 495.6942928370748
7972.402509853047 436.2735073735409
8019.55502955196 383.26628037139045
8060.290288066342 336.1619233880233
8095.484948772497 294.44011140527255
8125.898650350461 257.5890869434979
8152.187855167037 225.11803326229145
8174.918858375252 196.56496154271966
8194.57964934911 171.50123429682907
8211.590509016316 149.53363114015082
8226.313344732262 130.30466980503164
8239.059831967683 113.49173109413624
8250.098466510974 98.8054018623254
8259.66064432129 85.98734261771247
8267.945886961785 74.80790225359888
8275.126324226929 65.06363779206302
8281.350535705093 56.57484809736939
8286.746841782977 49.18319401975648
8291.42612329638 42.74945059904838
8295.484238374454 37.15141754358091
8299.004095357353 32.28200040850015
8302.057432114494 28.047465320165234
8304.706344648488 24.36586363946298
8307.004601466266 21.16561879088064
8308.998774730073 18.384264972504795
