Real Imaginary
14.76965233164183 31.855081621454026
17.63464684463467 37.753672777692344
21.113553005314067 44.7166391221984
25.355997198653014 52.91596946476827
30.55221318432497 62.539935112324414
36.943787812590635 73.78778327215532
44.83599863112511 86.85952841281018
54.61065112010073 101.93855007661791
66.73689111266029 119.16431456424479
81.77518329114785 138.5927764730661
100.36652571720546 160.14375116507074
123.19573856643743 183.53905138359318
150.91648606376785 208.24363596671822
184.03067296252186 233.43400318287496
222.73092656661888 258.02887470750215
266.7430288953967 280.8159585891526
315.2346470224799 300.68209437900026
366.86232923723395 316.9010578656836
419.9866483357062 329.37999078683913
473.0045490839453 338.75770085401416
524.6808874888218 346.30887939740603
574.3621082239072 353.70212602680624
622.0231865081413 362.7189968914935
668.1793705195018 375.0319866978515
713.7351553085479 392.08546159949964
759.8364078802947 415.0708817735949
807.7618625035022 444.9617294041935
858.8622469295274 482.572574307052
914.539466026569 528.6174347165993
976.253361280711 583.7542610063962
1045.5446088362262 648.610423903376
1124.0652105982408 723.788185932828
1213.6106029799766 809.8505115999271
1316.1489006404279 907.2875582974133
1433.8431505465396 1016.4637532451916
1569.0618861886892 1137.545131773734
1724.372004129804 1270.4070294417866
1902.5063560396497 1414.5236531592257
2106.2969119591885 1568.8438388532447
2338.5635883582963 1731.6616759737205
2601.949828679245 1900.4966195154027
2898.7000075098413 2072.004653998895
3230.3819196085224 2241.948586346218
3597.5706238958983 2405.259104053777
3999.526850584047 2556.2154221252295
4433.920735795863 2688.761780743101
4896.663802192772 2796.9522403877622
5381.911325109262 2875.483755941399
5882.277586500762 2920.244434824482
6389.267887118795 2928.782361177442
6893.8820178156075 2900.601981677698
7387.299833466036 2837.224349210573
7861.537121988033 2741.997787836068
8309.968164008518 2619.70040427483
8727.64688458806 2476.0167441671833
9111.407418326793 2316.9858227635596
9459.770164894922 2148.506136932195
9772.708604688243 1975.954085759212
10051.341448106783 1803.9381446665868
10297.607772794865 1636.1825421681117
10513.966917552385 1475.516241713404
10703.147059081604 1323.9359320558012
10867.95123954085 1182.712726361404
11011.119090424278 1052.5177964822242
11135.2365943175 933.5492201904428
11242.683922086013 825.6489646283894
11335.61141376184 728.4042456147371
11415.93504376556 641.2312703664109
11485.34445146086 563.4417565673716
11545.31836135459 494.29393912568713
11597.143732524602 433.0303538949453
11641.936184250151 378.9047985879395
11680.660148765626 331.2007177806648
11714.147845731197 289.2429785286774
11743.116611223231 252.40468136709302
11768.184399193344 220.11033725255527
11789.883449501629 191.83645895325998
11808.67221814132 167.1103751403965
11824.94571752033 145.50787804420216
11839.044435660786 126.6501576406955
11851.262005271277 110.20035165548627
11861.851785043465 95.85994547331033
11871.032501505446 83.36518389038983
11878.993083603857 72.48360275154921
11885.89680582652 63.010748840400204
11891.884840190876 54.767127642428
11897.07930334093 47.59539814317241
11901.585872513024 41.357819586899694
11905.49603325523 35.93394550022189
11908.889012417234 31.21855404948938
